,DISTRICT_NAME,NORM_ARI_0_2,NORM_ARI_3_6,NORM_ARI_7_14,NORM_ARI_15,NORM_ARI_TOTAL,NORM_ILI_0_2,NORM_ILI_3_6,NORM_ILI_7_14,NORM_ILI_15,NORM_ILI_TOTAL,NORM_SWB_0_2,NORM_SWB_3_6,NORM_SWB_7_14,NORM_SWB_15,NORM_SWB_TOTAL,NORM_POS_0_2,NORM_POS_3_6,NORM_POS_7_14,NORM_POS_15,NORM_POS_TOTAL,NORM_swba_0_2,NORM_swba_3_6,NORM_swba_7_14,NORM_swba_15,NORM_swba_TOTAL,NORM_posa_0_2,NORM_posa_3_6,NORM_posa_7_14,NORM_posa_15,NORM_posa_TOTAL
41,Челябинск,2337.719133339509,2324.969741435057,555.8001149086653,139.62866701831393,372.89466639771115,0.0,0.0,0.0,0.0035593162183375692,0.004459834373467744,10.538364438012627,4.818894270182264,1.397231714445047,0.19099418363283033,0.9676681816312863,0.06455444521909778,0.0,0.0,0.0,0.0027964346576688586,10.538364438012627,4.875693733995324,1.397231714445047,0.19099418363283033,0.9704404818059691,4.560835724956463,1.5013545154299743,0.2587779116593406,0.016747556465669104,0.3057905936604044
42,Белгород,1307.921449898993,1258.9913265002651,402.2860608630081,109.59332012367152,228.37687603028843,0.0,0.0,0.0,0.00564634884498288,0.004714931471300024,23.47077268079483,3.340542100101137,1.1267669408566934,0.41749663908107915,1.3771571313269309,0.0,0.0,0.0,0.00564634884498288,0.004714931471300024,23.47077268079483,3.340542100101137,1.1267669408566934,0.41749663908107915,1.3771571313269309,11.462385334162155,1.5829178607283332,0.2242489521879429,0.04347240666432069,0.4942404290516313
43,Брянск,3156.260140104721,2379.5790527630284,590.3162940708172,61.74249884781475,321.1381162202012,0.0,0.0,0.0,0.005129166781218058,0.004271113909924599,0.0,0.0,0.0,0.0,1.6546199559680432,0.0,0.0,0.0,0.0,0.0056948185465661326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Владимир,3100.8017457226465,2396.364069976646,469.1900201840652,173.7173851682521,390.5580446086407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3111561522453967,0.0,0.0,0.0,0.0,0.014726816088869854,2.898246251037918,1.3279791002663428,0.4792483984080789,0.05232770721286726,0.41933910033334165,0.0,0.0,0.0,0.0,0.06620635956572306
45,Воронеж,952.1831562117798,1278.6603967334424,373.38885267664017,66.35688295012245,166.78945449803228,0.0,0.04362316564588459,0.0,0.0040002246526164905,0.00518910912544277,1.5566299589624228,1.126640423926168,0.8067008675919344,0.3585928642615979,0.46094908593990735,0.0,0.05552039264021675,0.0,0.0,0.0022014402350363266,1.1711164798889444,0.7444098934794124,0.6707378755911466,0.22123752688834275,0.3055629032107396,0.18412589301058108,0.0,0.0,0.01270400865296425,0.017437364242645404
46,Курск,3026.270003015951,2108.0511926594136,439.2651247945955,64.46443048148419,305.26289543238596,0.0,0.0,0.0,0.0,0.0,16.88191963232028,10.986599590490629,4.166074192496043,1.951590653709389,3.124272218566447,0.0,0.0,0.0,0.0,0.0,9.110502635327935,5.730458596561227,1.8051223004237853,0.7745896417566616,1.4133508053766768,4.744242245557024,2.226148341994431,0.3824055500261181,0.13076673423919502,0.4239197741781012
47,Липецк,2693.529345211696,2670.0084475112603,530.8862633361111,78.3775380869955,321.0796114920463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7250027167018764,0.0,0.0,0.0,0.0,0.0,13.910494103412258,6.268027450023792,3.268091848031299,0.4606165438610006,1.4610222416890497,0.7251071874296393,0.07453830970965837,0.04193195617607396,0.004192860866117592,0.22424017940557667
48,Москва,1109.0052608449055,1003.573393517199,253.69863427176074,86.26352617372748,164.92042381683046,0.017611659597656492,0.039059857620154015,0.008813153349353002,0.0079635982828699,0.009469613009470038,0.19736238053065058,0.061431799582419726,0.026638306921927965,0.005597911074672424,0.030944574398284238,0.0,0.0,0.0,0.0,0.0015401377352710418,0.023066645998951855,0.0,0.0,0.0005848342285039969,0.003601017842473879,0.0,0.0,0.0,0.0,0.001289281834403389
49,Орел,3236.5357023838374,2752.15404267191,478.2753687698106,130.28959543210837,343.53916865811124,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
50,Рязань,2177.958955115479,1997.3474586594407,430.2988659913005,78.20373325101134,252.65118609010702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7560617032090664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3571617696755474,0.0,0.0,0.0,0.0,0.061879839982308
51,Смоленск,3211.520158388613,3250.5547964492253,519.6194705545306,90.34913728477036,351.1852252731241,0.0,0.0,0.0,0.0,0.0,3.1070939771271737,6.3102508222500004,1.4899701173864344,1.6941062226516437,1.9167791078330445,0.0,0.0,0.0,0.0,0.0,3.1070939771271737,6.3102508222500004,1.4899701173864344,1.6941062226516437,1.9167791078330445,1.9619258300182465,2.1797142566266134,0.4390381009440052,0.5002394818923688,0.6160741205545697
52,Тверь,1394.836310587864,1479.6973235326682,479.5808115681222,198.99169585554523,333.0193913429642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Тула,1265.7008297676382,974.6921305688321,447.0778881592754,121.94034712664366,217.7189288572068,0.0,0.0,0.0,0.0,0.0,14.833749556358054,4.918623779435878,1.119772473660668,0.030778492681155782,0.7521106274326044,0.0,0.0,0.0,0.0,0.0,15.902939511318428,4.918623779435878,1.119772473660668,0.030778492681155782,0.7866476538447089,3.72445790321647,0.6200411841085881,0.0,0.0,0.138201567743439
54,Ярославль,1308.5906693115262,1250.3576067898885,242.60883008194818,121.87034597438735,224.59998749903684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.097253594204474,0.0,0.0,0.0,0.0,0.015951914548784148,10.77946700413294,6.528085464550044,1.6675170453532584,0.1912053972223801,1.1412554286582557,0.43072652019633373,0.35004126986571715,0.0,0.0,0.36391362310162284
55,Астрахань,1803.295229908967,2121.4463664799555,396.92612076359575,91.89985598384133,297.83378124637454,0.0,0.0,0.0,0.0,0.0,8.38256257942079,8.427252844360586,2.6001909716032747,1.0120223649117475,1.854472845693225,0.0,0.0,0.0,0.0,0.0,6.789841272592775,6.251160736313611,2.0594600079968313,0.7419541414969967,1.4070887091734274,2.180424776142032,2.1742731754203883,1.09379456075202,0.12365260424993628,0.4082082205440852
56,Волгоград,1735.3937436110464,1595.499054660556,382.20302208984486,72.62136334895013,216.37230008489558,0.0,0.0,0.0,0.0,0.0,10.81540645887041,7.047079822622048,4.378513006904927,0.5974059458887208,1.3195359671931342,0.0,0.0,0.0,0.0,0.0,9.652786288403119,6.634901421679771,3.902516056600387,0.3694319398053475,1.214079362033155,3.6273220896232377,1.7860623744260897,0.8086209928318789,0.06021910414860638,0.30971805701980204
57,Краснодар,111.01879190584397,199.24762498576712,44.3216569479407,32.96317417665292,45.52361901383333,0.0,0.0,0.02116151313283505,0.00460224372267763,0.005694441687201518,16.727743282632094,23.007050004427104,4.678397853633471,2.9320384762887817,4.826525577177116,0.0,0.0,0.0,0.008131896290668666,0.006784866691133723,3.2669349880029017,6.389366657430271,0.7012546603009532,0.49411114777196796,0.9625909572983928,0.0,0.0,0.0,0.0,0.0
